time[d],date,hour,debug1,debug2,debug3,debug4,debug5
404,1985-11-09,00:00:00.00,0.914863,0,0,0,1885.63
405,1985-11-10,00:00:00.00,0.914863,0,0,0,1885.63
406,1985-11-11,00:00:00.00,0.914863,0,0,0,1885.63
407,1985-11-12,00:00:00.00,0.914863,0,0,0,1885.63
408,1985-11-13,00:00:00.00,0.914863,0,0,0,1885.63
409,1985-11-14,00:00:00.00,0.914863,0,0,0,1885.63
410,1985-11-15,00:00:00.00,0.914863,0,0,0,1885.63
411,1985-11-16,00:00:00.00,0.914863,0,0,0,1885.63
412,1985-11-17,00:00:00.00,0.914863,0,0,0,1885.63
413,1985-11-18,00:00:00.00,0.914863,0,0,0,1885.63
414,1985-11-19,00:00:00.00,0.914863,0,0,0,1885.63
415,1985-11-20,00:00:00.00,0.914863,0,0,0,1885.63
416,1985-11-21,00:00:00.00,0.914863,0,0,0,1885.63
417,1985-11-22,00:00:00.00,0.914863,0,0,0,1885.63
418,1985-11-23,00:00:00.00,0.914863,0,0,0,1885.63
